"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                    Main GDP aggregates per capita"	"nama_10_pc"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                    Population and employment"	"nama_10_pe"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                    Labour productivity and unit labour costs"	"nama_10_lp_ulc"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                Basic breakdowns of main GDP aggregates and employment (by industry and by assets)"	"nama_10_bbr"	"folder"	" "	" "	" "	" "	
"                    Gross value added and income by A*10 industry breakdowns"	"nama_10_a10"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                    Gross fixed capital formation by AN_F6 asset type"	"nama_10_an6"	"dataset"	"13.07.2017"	"25.01.2017"	"1975"	"2016"	
"                    Employment by A*10 industry breakdowns"	"nama_10_a10_e"	"dataset"	"13.07.2017"	"15.03.2017"	"1975"	"2016"	
"                Detailed breakdowns of main GDP aggregates (by industry and consumption purpose)"	"nama_10_dbr"	"folder"	" "	" "	" "	" "	
"                    National accounts aggregates by industry (up to NACE A*64)"	"nama_10_a64"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                    Gross capital formation by industry (up to NACE A*64)"	"nama_10_a64_p5"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                    National accounts employment data by industry (up to NACE A*64)"	"nama_10_a64_e"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                    Final consumption expenditure of households by consumption purpose (COICOP 3 digit)"	"nama_10_co3_p3"	"dataset"	"13.07.2017"	"13.07.2017"	"1975"	"2016"	
"                Breakdowns of non-financial assets by type, industry and sector"	"nama_10_nfa"	"folder"	" "	" "	" "	" "	
"                    Cross-classification of fixed assets by industry and by asset (stocks)"	"nama_10_nfa_st"	"dataset"	"13.07.2017"	"03.07.2017"	"1975"	"2016"	
"                    Cross-classification of gross fixed capital formation by industry and by asset (flows)"	"nama_10_nfa_fl"	"dataset"	"13.07.2017"	"16.03.2017"	"1975"	"2016"	
"                    Balance sheets for non-financial assets"	"nama_10_nfa_bs"	"dataset"	"13.07.2017"	"16.03.2017"	"1978"	"2016"	
"                Regional economic accounts - ESA 2010"	"nama_10reg"	"folder"	" "	" "	" "	" "	
"                    Gross domestic product indicators – ESA 2010"	"nama_10r_gdp"	"folder"	" "	" "	" "	" "	
"                        Gross domestic product (GDP) at current market prices by NUTS 2 regions"	"nama_10r_2gdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                        Gross domestic product (GDP) at current market prices by NUTS 3 regions"	"nama_10r_3gdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                        Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions - percentage change on previous year "	"nama_10r_2gvagr"	"dataset"	"16.06.2017"	"16.06.2017"	"2000"	"2015"	
"                        Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 regions"	"nama_10r_3popgdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                    Branch accounts – ESA 2010"	"nama_10r_brch"	"folder"	" "	" "	" "	" "	
"                        Gross value added at basic prices by NUTS 3 regions"	"nama_10r_3gva"	"dataset"	"12.04.2017"	"30.03.2017"	"2000"	"2015"	
"                        Gross fixed capital formation by NUTS 2 regions "	"nama_10r_2gfcf"	"dataset"	"01.07.2016"	"01.07.2016"	"2000"	"2013"	
"                        Compensation of employees by NUTS 2 regions "	"nama_10r_2coe"	"dataset"	"14.06.2017"	"14.06.2017"	"2000"	"2015"	
"                        Employment (thousand persons) by NUTS 3 regions "	"nama_10r_3empers"	"dataset"	"07.07.2017"	"05.07.2017"	"2000"	"2015"	
"                        Employment (thousand hours worked) by NUTS 2 regions"	"nama_10r_2emhrw"	"dataset"	"04.05.2017"	"04.05.2017"	"2000"	"2015"	
"                    Household accounts - ESA 2010"	"nama_10r_hh"	"folder"	" "	" "	" "	" "	
"                        Allocation of primary income account of households by NUTS 2 regions"	"nama_10r_2hhpri"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"                        Secondary distribution of income account of households by NUTS 2 regions"	"nama_10r_2hhsec"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"                        Income of households by NUTS 2 regions"	"nama_10r_2hhinc"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"            Quarterly national accounts"	"namq_10"	"folder"	" "	" "	" "	" "	
"                Main GDP aggregates"	"namq_10_ma"	"folder"	" "	" "	" "	" "	
"                    GDP and main components  (output, expenditure and income)"	"namq_10_gdp"	"dataset"	"13.07.2017"	"28.04.2017"	"1975Q1"	"2017Q1"	
"                    Final consumption aggregates"	"namq_10_fcs"	"dataset"	"13.07.2017"	"28.04.2017"	"1978Q1"	"2017Q1"	
"                    Exports and imports by Member States of the EU/third countries"	"namq_10_exi"	"dataset"	"13.07.2017"	"16.05.2017"	"1980Q1"	"2017Q1"	
"                Auxiliary indicators (population, GDP per capita and productivity)"	"namq_10_aux"	"folder"	" "	" "	" "	" "	
"                    Population and employment"	"namq_10_pe"	"dataset"	"13.07.2017"	"03.05.2017"	"1980Q1"	"2017Q1"	
"                    Main GDP aggregates per capita"	"namq_10_pc"	"dataset"	"13.07.2017"	"12.05.2017"	"1980Q1"	"2017Q1"	
"                    Labour productivity and unit labour costs"	"namq_10_lp_ulc"	"dataset"	"13.07.2017"	"12.05.2017"	"1980Q1"	"2017Q1"	
"                Basic breakdowns of main GDP aggregates and employment (by industry and assets)"	"namq_10_bbr"	"folder"	" "	" "	" "	" "	
"                    Gross value added and income A*10 industry breakdowns"	"namq_10_a10"	"dataset"	"13.07.2017"	"28.04.2017"	"1975Q1"	"2017Q1"	
"                    Gross fixed capital formation with AN_F6  asset breakdowns"	"namq_10_an6"	"dataset"	"13.07.2017"	"28.04.2017"	"1978Q1"	"2017Q1"	
"                    Employment A*10 industry breakdowns"	"namq_10_a10_e"	"dataset"	"13.07.2017"	"28.04.2017"	"1980Q1"	"2017Q1"	
"            Supply, use and Input-output tables"	"naio_10"	"folder"	" "	" "	" "	" "	
"                Supply, use and input-output tables - ESA 2010 – current prices"	"naio_10_cp"	"folder"	" "	" "	" "	" "	
"                    Supply table at basic prices incl. transformation into purchasers' prices"	"naio_10_cp15"	"dataset"	"07.07.2017"	"10.05.2017"	"1990"	"2015"	
"                    Use table at purchasers' prices"	"naio_10_cp16"	"dataset"	"07.07.2017"	"13.06.2017"	"1990"	"2015"	
"                    Use table at basic prices"	"naio_10_cp1610"	"dataset"	"30.05.2017"	"10.05.2017"	"1990"	"2015"	
"                    Table of trade and transport margins"	"naio_10_cp1620"	"dataset"	"30.05.2017"	"10.05.2017"	"1990"	"2015"	
"                    Table of taxes less subsidies on product"	"naio_10_cp1630"	"dataset"	"17.05.2017"	"10.05.2017"	"1990"	"2015"	
"                    Symmetric input-output table at basic prices (product by product)"	"naio_10_cp1700"	"dataset"	"27.06.2017"	"10.05.2017"	"1990"	"2015"	
"                    Symmetric input-output table at basic prices (industry by industry)"	"naio_10_cp1750"	"dataset"	"13.02.2017"	"26.10.2016"	"1990"	"2014"	
"                    Supply, use and input-output tables - ESA 2010 – current prices - A*10 industry breakdowns"	"naio_10_cpa10"	"folder"	" "	" "	" "	" "	
"                        Supply table at basic prices incl. transformation into purchasers' prices - A*10 industry breakdowns"	"naio_10_cp15a10"	"dataset"	"12.03.2017"	"10.03.2017"	"1990"	"2015"	
"                        Use table at basic prices - A*10 industry breakdowns"	"naio_10_cp1610a10"	"dataset"	"12.03.2017"	"10.03.2017"	"2005"	"2015"	
"                Supply, use and input-output tables - European system of accounts ESA 2010 – previous year's prices"	"naio_10_pyp"	"folder"	" "	" "	" "	" "	
"                    Supply table at basic prices incl. transformation into purchasers' prices (previous years prices)"	"naio_10_pyp15"	"dataset"	"07.07.2017"	"18.07.2016"	"1991"	"2014"	
"                    Use table at purchasers' prices (previous years prices)"	"naio_10_pyp16"	"dataset"	"07.07.2017"	"18.07.2016"	"1991"	"2014"	
"                    Use table at basic prices (previous years prices)"	"naio_10_pyp1610"	"dataset"	"31.01.2017"	"05.09.2016"	"2008"	"2014"	
"                    Table of trade and transport margins (previous years prices)"	"naio_10_pyp1620"	"dataset"	"31.01.2017"	"05.09.2016"	"2008"	"2014"	
"                    Table of taxes less subsidies on products (previous years prices)"	"naio_10_pyp1630"	"dataset"	"31.01.2017"	"05.09.2016"	"2008"	"2014"	
"                    Symmetric input-output table at basic prices (product by product) (previous years prices)"	"naio_10_pyp1700"	"dataset"	"20.12.2016"	"20.12.2016"	"2011"	"2013"	
"                    Symmetric input-output table at basic prices (industry by industry) (previous years prices)"	"naio_10_pyp1750"	"dataset"	"07.02.2017"	"26.10.2016"	"2008"	"2014"	
"            Annual sector accounts (ESA 2010)"	"nasa_10"	"folder"	" "	" "	" "	" "	
"                Key indicators"	"nasa_10_ki"	"dataset"	"05.07.2017"	"28.04.2017"	"1949"	"2016"	
"                Non-financial transactions"	"nasa_10_nf_tr"	"dataset"	"06.07.2017"	"29.05.2017"	"1949"	"2016"	
"                Financial flows and stocks"	"nasa_10_f"	"folder"	" "	" "	" "	" "	
"                    Financial balance sheets"	"nasa_10_f_bs"	"dataset"	"21.07.2017"	"21.03.2017"	"1995"	"2016"	
"                    Financial transactions"	"nasa_10_f_tr"	"dataset"	"21.07.2017"	"21.03.2017"	"1995"	"2016"	
"                    Revaluation account"	"nasa_10_f_gl"	"dataset"	"13.07.2017"	"21.03.2017"	"1995"	"2016"	
"                    Other changes in volume"	"nasa_10_f_oc"	"dataset"	"13.07.2017"	"21.03.2017"	"1995"	"2016"	
"                    Financial accounts: counterpart information"	"nasa_10_f_cp"	"dataset"	"13.07.2017"	"31.03.2017"	"1995"	"2016"	
"            Quarterly sector accounts (ESA 2010)"	"nasq_10"	"folder"	" "	" "	" "	" "	
"                Key indicators"	"nasq_10_ki"	"dataset"	"06.07.2017"	"06.07.2017"	"1980Q1"	"2017Q1"	
"                Non-financial transactions"	"nasq_10_nf_tr"	"dataset"	"06.07.2017"	"06.07.2017"	"1980Q1"	"2017Q1"	
"                Financial flows and stocks"	"nasq_10_f"	"folder"	" "	" "	" "	" "	
"                    Financial balance sheets"	"nasq_10_f_bs"	"dataset"	"03.05.2017"	"28.04.2017"	"1998Q4"	"2016Q4"	
"                    Financial transactions"	"nasq_10_f_tr"	"dataset"	"03.05.2017"	"28.04.2017"	"1998Q4"	"2016Q4"	
"                    Revaluation account"	"nasq_10_f_gl"	"dataset"	"03.05.2017"	"03.05.2017"	"1999Q1"	"2016Q4"	
"                    Other changes in volume"	"nasq_10_f_oc"	"dataset"	"03.05.2017"	"03.05.2017"	"1999Q1"	"2016Q4"	
"            National accounts - international data cooperation"	"naid_10"	"folder"	" "	" "	" "	" "	
"                Annual national accounts"	"naida_10"	"folder"	" "	" "	" "	" "	
"                    GDP and main aggregates - selected international annual data"	"naida_10_gdp"	"dataset"	"13.07.2017"	"15.05.2017"	"1975"	"2016"	
"                    Gross value added by A*10 industry -  selected international annual data"	"naida_10_a10"	"dataset"	"13.07.2017"	"13.01.2017"	"1975"	"2016"	
"                    Employment and population -  selected international annual data"	"naida_10_pe"	"dataset"	"13.07.2017"	"13.01.2017"	"1975"	"2016"	
"                Quarterly national accounts"	"naidq_10"	"folder"	" "	" "	" "	" "	
"                    GDP and main aggregates - selected international quarterly data"	"naidq_10_gdp"	"dataset"	"13.07.2017"	"07.07.2017"	"1975Q1"	"2017Q1"	
"                    Gross value added by A*10 industry - selected international quarterly data"	"naidq_10_a10"	"dataset"	"13.07.2017"	"01.05.2017"	"1975Q1"	"2017Q1"	
"                    Employment and population - selected international quarterly data"	"naidq_10_pe"	"dataset"	"11.07.2017"	"11.07.2017"	"1975Q1"	"2017Q2"	
"            Regional economic accounts - ESA 2010"	"nama_10reg"	"folder"	" "	" "	" "	" "	
"                Gross domestic product indicators – ESA 2010"	"nama_10r_gdp"	"folder"	" "	" "	" "	" "	
"                    Gross domestic product (GDP) at current market prices by NUTS 2 regions"	"nama_10r_2gdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                    Gross domestic product (GDP) at current market prices by NUTS 3 regions"	"nama_10r_3gdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                    Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions - percentage change on previous year "	"nama_10r_2gvagr"	"dataset"	"16.06.2017"	"16.06.2017"	"2000"	"2015"	
"                    Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 regions"	"nama_10r_3popgdp"	"dataset"	"30.03.2017"	"30.03.2017"	"2000"	"2015"	
"                Branch accounts – ESA 2010"	"nama_10r_brch"	"folder"	" "	" "	" "	" "	
"                    Gross value added at basic prices by NUTS 3 regions"	"nama_10r_3gva"	"dataset"	"12.04.2017"	"30.03.2017"	"2000"	"2015"	
"                    Gross fixed capital formation by NUTS 2 regions "	"nama_10r_2gfcf"	"dataset"	"01.07.2016"	"01.07.2016"	"2000"	"2013"	
"                    Compensation of employees by NUTS 2 regions "	"nama_10r_2coe"	"dataset"	"14.06.2017"	"14.06.2017"	"2000"	"2015"	
"                    Employment (thousand persons) by NUTS 3 regions "	"nama_10r_3empers"	"dataset"	"07.07.2017"	"05.07.2017"	"2000"	"2015"	
"                    Employment (thousand hours worked) by NUTS 2 regions"	"nama_10r_2emhrw"	"dataset"	"04.05.2017"	"04.05.2017"	"2000"	"2015"	
"                Household accounts - ESA 2010"	"nama_10r_hh"	"folder"	" "	" "	" "	" "	
"                    Allocation of primary income account of households by NUTS 2 regions"	"nama_10r_2hhpri"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"                    Secondary distribution of income account of households by NUTS 2 regions"	"nama_10r_2hhsec"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"                    Income of households by NUTS 2 regions"	"nama_10r_2hhinc"	"dataset"	"22.06.2017"	"22.06.2017"	"2008"	"2015"	
"        National accounts (including GDP) (ESA 95) "	"na"	"folder"	" "	" "	" "	" "	
"            Annual national accounts"	"nama"	"folder"	" "	" "	" "	" "	
"                GDP and main components"	"nama_gdp"	"folder"	" "	" "	" "	" "	
"                    GDP and main components - current prices"	"nama_gdp_c"	"dataset"	"14.10.2016"	"27.09.2016"	"1946"	"2015"	
"                    GDP and main components - volumes"	"nama_gdp_k"	"dataset"	"30.09.2016"	"30.09.2016"	"1948"	"2015"	
"                    GDP and main components - price indices"	"nama_gdp_p"	"dataset"	"27.09.2016"	"27.09.2016"	"1948"	"2015"	
"                Exports and imports by Member States of the EU/third countries"	"nama_exi"	"folder"	" "	" "	" "	" "	
"                    Exports and imports by Member States of the EU/third countries - Current prices"	"nama_exi_c"	"dataset"	"30.09.2016"	"04.04.2016"	"1946"	"2015"	
"                    Exports and imports by the EU countries and by third countries - volumes"	"nama_exi_k"	"dataset"	"30.09.2016"	"30.09.2016"	"1948"	"2015"	
"                    Exports and imports by Member States of the EU/third countries - Price indices"	"nama_exi_p"	"dataset"	"27.09.2016"	"27.09.2016"	"1948"	"2015"	
"                Final consumption aggregates"	"nama_fcs"	"folder"	" "	" "	" "	" "	
"                    Final consumption aggregates - current prices"	"nama_fcs_c"	"dataset"	"30.09.2016"	"27.09.2016"	"1946"	"2015"	
"                    Final consumption aggregates - volumes"	"nama_fcs_k"	"dataset"	"30.09.2016"	"29.09.2016"	"1948"	"2015"	
"                    Final consumption aggregates - price indices"	"nama_fcs_p"	"dataset"	"27.09.2016"	"27.09.2016"	"1948"	"2015"	
"                Income, saving and net lending/ borrowing"	"nama_inc"	"folder"	" "	" "	" "	" "	
"                    Income, saving and net lending/ borrowing - current prices"	"nama_inc_c"	"dataset"	"14.10.2016"	"27.09.2016"	"1946"	"2015"	
